generation,best,average,unique_edges
0,638991.6931738629,675452.5736940791,0.5808130081300813
10,622199.4202184867,655357.6688851352,0.36775842044134727
20,622199.4202184867,644787.8602985739,0.29432636469221835
30,615591.5560736135,639396.9416022607,0.2769221835075494
40,602388.232887846,633076.105123694,0.24971544715447155
50,601602.0486979578,626934.4723207033,0.24362369337979095
60,597091.461208221,620321.0460759576,0.24239837398373984
70,596446.6166496745,615760.7525739631,0.24222996515679443
80,586869.418593639,612635.3631958199,0.23333333333333334
90,586869.418593639,605601.0659684803,0.20526713124274099
100,585889.3221480879,601514.4015544396,0.19048780487804878
110,584270.7648838998,599216.5074960275,0.18459349593495936
120,582995.6913161017,595586.5943361411,0.16807781649245063
130,581992.3448605763,592489.8570126431,0.15754936120789778
140,581171.5789527795,590870.5576628983,0.1491869918699187
150,579567.0655006133,588810.9690741701,0.13767131242741
160,579567.0655006133,587116.5015223413,0.12738675958188153
170,579567.0655006133,586045.6457092998,0.12193379790940767
180,579567.0655006133,585691.6268461506,0.12065621370499419
190,579567.0655006133,584936.1234163018,0.11399535423925668
200,578506.3025068012,583559.3767151469,0.09513937282229964
210,566914.3371181977,582044.1779508552,0.08948896631823461
220,566914.3371181977,579890.7122658021,0.07922183507549362
230,566914.3371181977,578643.9859161344,0.08198606271777004
240,566511.0208498464,577803.8198364897,0.0890650406504065
250,566511.0208498464,577400.7558752573,0.09599883855981417
260,566511.0208498464,576416.8198374072,0.09948315911730546
270,555053.705099428,574610.6793820651,0.09699186991869918
280,555053.705099428,573898.7833976682,0.1091637630662021
290,555053.705099428,571806.695661559,0.12099303135888502
300,555053.705099428,570031.8312299686,0.12468641114982579
310,555053.705099428,569139.0750440363,0.12249128919860627
320,555053.705099428,567148.7498787008,0.1118815331010453
330,555053.705099428,564376.7282813012,0.09565621370499419
340,555053.705099428,563598.1322338317,0.09984901277584204
350,554304.8335607446,562973.1146185191,0.09869918699186991
360,554304.8335607446,561890.4639237786,0.09044715447154472
370,554304.8335607446,561447.9672438571,0.09518583042973287
380,553950.1845892469,560714.3702293909,0.10328106852497096
390,553950.1845892469,560400.0405621352,0.11077816492450639
400,553950.1845892469,559253.4273832934,0.10817073170731707
410,553704.405441101,558897.2337563155,0.10789779326364692
420,551905.9889021777,558633.1986127035,0.108130081300813
430,551905.9889021777,558427.5666743101,0.10889082462253194
440,551905.9889021777,558237.2405104765,0.10904761904761905
450,551905.9889021777,557309.2687261105,0.09732868757259001
460,547583.9197541045,557125.8632434468,0.09728803716608594
470,547583.9197541045,556880.4193445347,0.0979849012775842
480,547583.9197541045,555461.7697688346,0.08132404181184669
490,547583.9197541045,555268.3831960435,0.08092915214866435
500,547583.9197541045,555128.466814474,0.08139372822299652
510,545741.3165890586,554594.4830145969,0.07618466898954704
520,545741.3165890586,553549.8656580094,0.06413472706155633
530,545741.3165890586,552982.7676738602,0.059169570267131245
540,545741.3165890586,552852.3046804355,0.05975609756097561
550,539227.6479657177,552642.9689590792,0.05918118466898955
560,539227.6479657177,552533.3592152809,0.059204413472706156
570,539227.6479657177,551511.9301159816,0.04767131242740999
580,539227.6479657177,550858.4882939813,0.04883855981416957
590,539227.6479657177,550749.4955764104,0.05357142857142857
600,539227.6479657177,550533.6081409532,0.05950058072009291
610,539227.6479657177,550390.3334781212,0.0655226480836237
620,539227.6479657177,549113.2868147468,0.07242160278745645
630,539227.6479657177,548453.0583927965,0.07777003484320558
640,539227.6479657177,547710.0474819774,0.07821718931475029
650,539227.6479657177,547422.3080537302,0.08458188153310105
660,537869.0139367543,546138.5904288898,0.08095238095238096
670,537869.0139367543,543625.9779463002,0.06483159117305459
680,537869.0139367543,542596.7483769103,0.053391405342624855
690,537869.0139367543,541733.8965313205,0.042955865272938445
700,537356.4390219117,540920.6466928152,0.04088269454123113
710,537356.4390219117,540529.9308019957,0.04251451800232288
720,537240.2573509008,540121.8540745247,0.0412020905923345
730,535062.3815113493,540041.1135985801,0.043095238095238096
740,535062.3815113493,539922.8773827443,0.04691056910569106
750,535062.3815113493,539598.7410668497,0.044994192799070847
760,535062.3815113493,538897.9334680347,0.039012775842044135
770,535062.3815113493,538858.8007403753,0.03930894308943089
780,535062.3815113493,538556.7705065256,0.03342044134727062
790,535062.3815113493,538485.0380748067,0.03349593495934959
800,535062.3815113493,538189.1394654916,0.027229965156794426
810,532542.7135449585,537714.0743850357,0.01356562137049942
820,532542.7135449585,537517.6063834087,0.010708478513356563
830,532542.7135449585,537096.7247796976,0.011382113821138212
840,532542.7135449585,536205.4001902634,0.011382113821138212
850,532542.7135449585,536201.3320478525,0.012113821138211382
860,531581.8534305048,535943.9130723494,0.014059233449477352
870,531581.8534305048,535938.5480917438,0.014750290360046457
880,531581.8534305048,535686.312296383,0.014849012775842043
890,531581.8534305048,535217.9088609145,0.012020905923344948
900,531581.8534305048,534798.7648271645,0.012020905923344948
910,531581.8534305048,534369.3207385346,0.012648083623693379
920,531439.4436858187,534106.1777032643,0.01457026713124274
930,531439.4436858187,533860.7753797119,0.016411149825783972
940,526423.3177667416,533804.9362696856,0.01875725900116144
950,526423.3177667416,533804.9362696856,0.01875725900116144
960,526423.3177667416,533780.678206568,0.02127177700348432
970,526423.3177667416,533763.9530317627,0.021852497096399536
980,526423.3177667416,533191.5916474696,0.02116144018583043
990,526423.3177667416,532474.1891784242,0.018037166085946573
