generation,best,average,unique_edges
0,21268.17059966182,165489.49444140375,0.0825
10,21206.885339112665,127656.65890937032,0.08241666666666667
20,20891.516629628364,125384.36016180387,0.08238333333333334
30,20891.516629628364,122101.70978808853,0.0823
40,20786.896445794915,121725.76577947209,0.08223333333333334
50,20786.896445794915,123571.03970784582,0.08228333333333333
60,20786.896445794915,125002.81944967975,0.08235
70,20786.896445794915,125292.59798985605,0.08231666666666666
80,20786.896445794915,122593.5003938778,0.08228333333333333
90,20786.896445794915,123624.34800058077,0.0823
100,20786.896445794915,126096.45609729819,0.08228333333333333
110,20786.896445794915,120383.59722333131,0.0823
120,20786.896445794915,124308.7137790589,0.08228333333333333
130,20786.896445794915,128856.77935850108,0.08235
140,20786.896445794915,124578.8181607311,0.08226666666666667
150,20786.896445794915,124573.78337225795,0.08243333333333333
160,20786.896445794915,125362.44453792945,0.08236666666666667
170,20786.896445794915,122498.45340111486,0.08236666666666667
180,20786.896445794915,124653.99766865952,0.08228333333333333
190,20786.896445794915,125009.99137649643,0.08235
200,20769.863119689624,123728.77167044516,0.08231666666666666
210,20769.863119689624,127047.48964744384,0.0823
220,20769.863119689624,121051.74295704757,0.08228333333333333
230,20769.863119689624,130080.34472725123,0.08241666666666667
240,20769.863119689624,124776.96582173412,0.08233333333333333
250,20769.863119689624,126866.21082679527,0.08233333333333333
260,20769.863119689624,127622.20861552695,0.0824
270,20769.863119689624,126287.93414394544,0.08243333333333333
280,20769.863119689624,123690.2912360921,0.08231666666666666
290,20769.863119689624,128950.2714707805,0.0823
300,20769.863119689624,122928.76291571908,0.08233333333333333
310,20769.863119689624,124548.86901290184,0.08235
320,20769.863119689624,120170.22666387298,0.08221666666666666
330,20769.863119689624,125541.43949335624,0.08231666666666666
340,20769.863119689624,124516.22991280061,0.08221666666666666
350,20769.863119689624,128074.34609910409,0.08235
360,20769.863119689624,126369.26627975519,0.08235
370,20769.863119689624,124601.96110021682,0.08226666666666667
380,20769.863119689624,121281.98924452958,0.08233333333333333
390,20769.863119689624,122902.68502363007,0.08225
400,20769.863119689624,126997.75852011742,0.0823
410,20769.863119689624,123639.067035022,0.08236666666666667
420,20769.863119689624,127645.3263022392,0.08238333333333334
430,20769.863119689624,129438.29905029235,0.08233333333333333
440,20769.863119689624,128255.88448768562,0.08231666666666666
450,20750.762503687543,122460.31639610608,0.08228333333333333
460,20750.762503687543,123327.8496527598,0.08238333333333334
470,20750.762503687543,123209.0923197104,0.0823
480,20750.762503687543,130328.90641301856,0.0823
490,20750.762503687543,125800.33538115563,0.08238333333333334
500,20750.762503687543,122538.95089743171,0.08236666666666667
510,20750.762503687543,125167.27477736709,0.08233333333333333
520,20750.762503687543,128338.37900039951,0.08226666666666667
530,20750.762503687543,123269.2852513206,0.0824
540,20750.762503687543,124040.8081172885,0.08228333333333333
550,20750.762503687543,122676.16583886638,0.08216666666666667
560,20750.762503687543,120806.21511092904,0.08221666666666666
570,20750.762503687543,126580.04630954213,0.0823
580,20750.762503687543,126606.06811480122,0.08233333333333333
590,20750.762503687543,127785.13780732617,0.08241666666666667
600,20750.762503687543,125651.42317459725,0.0823
610,20750.762503687543,122220.34275222971,0.08233333333333333
620,20750.762503687543,126676.81255762384,0.08238333333333334
630,20750.762503687543,125642.28900942582,0.0824
640,20750.762503687543,119334.66728115099,0.0823
650,20750.762503687543,122505.51761186647,0.08233333333333333
660,20750.762503687543,123590.7461031092,0.0824
670,20750.762503687543,122030.57903532586,0.08236666666666667
680,20750.762503687543,125676.9093356045,0.08236666666666667
690,20750.762503687543,125900.4232013235,0.08235
700,20750.762503687543,122338.44842474074,0.0823
710,20750.762503687543,125385.34827362845,0.08235
720,20750.762503687543,124081.77037535697,0.0822
730,20750.762503687543,125119.71899879506,0.08235
740,20750.762503687543,119629.0107732328,0.08228333333333333
750,20750.762503687543,126931.60408057776,0.08238333333333334
760,20750.762503687543,121292.28777316985,0.0823
770,20750.762503687543,129672.50375204379,0.08246666666666666
780,20750.762503687543,128333.61730453248,0.08231666666666666
790,20750.762503687543,125304.22967822169,0.08228333333333333
800,20750.762503687543,128148.50546641204,0.08236666666666667
810,20750.762503687543,123990.94975199191,0.0823
820,20750.762503687543,124601.9103756625,0.0824
830,20750.762503687543,123198.62948546211,0.08231666666666666
840,20750.762503687543,122027.82392134082,0.08228333333333333
850,20750.762503687543,128502.95749972445,0.08241666666666667
860,20750.762503687543,124391.65647321503,0.08235
870,20750.762503687543,123622.54490394234,0.08225
880,20750.762503687543,130852.84313328535,0.08241666666666667
890,20750.762503687543,123479.9354788324,0.08228333333333333
900,20750.762503687543,127791.3847514947,0.08238333333333334
910,20750.762503687543,124697.67247474763,0.08235
920,20750.762503687543,127151.57974988795,0.08238333333333334
930,20750.762503687543,120978.37684953533,0.08233333333333333
940,20750.762503687543,121514.75395849292,0.08236666666666667
950,20750.762503687543,123527.31078669032,0.08231666666666666
960,20750.762503687543,125180.60783872828,0.08238333333333334
970,20750.762503687543,127098.92055193712,0.0824
980,20750.762503687543,129803.88218461108,0.08235
990,20750.762503687543,125522.728936471,0.08226666666666667
