generation,best,average,unique_edges
0,634985.1620172136,680942.477154991,0.6208130081300813
1,634985.1620172136,678816.5500719931,0.607520325203252
2,634985.1620172136,678671.6296867364,0.6064924506387921
3,634985.1620172136,678482.6549601106,0.6055691056910569
4,634985.1620172136,678335.0664256547,0.6047560975609756
5,38977.05149032749,673945.9238557287,0.6038559814169571
6,38977.05149032749,673800.4498203482,0.6028455284552846
7,38977.05149032749,673680.6178540154,0.6017131242740998
8,38977.05149032749,673404.5518983897,0.6007375145180023
9,38977.05149032749,673378.1659916223,0.6001742160278746
10,38977.05149032749,673206.4204610131,0.5992857142857143
11,38977.05149032749,673090.4362059452,0.5984494773519163
12,38977.05149032749,672909.4378069344,0.5972764227642277
13,38977.05149032749,672817.6429230793,0.5973112659698026
14,38977.05149032749,672739.3446970416,0.5967479674796748
15,38977.05149032749,672680.8469511898,0.5958536585365853
16,38977.05149032749,672539.8540572887,0.5949303135888502
17,38977.05149032749,652582.8497209862,0.5812195121951219
18,38977.05149032749,652556.0970996408,0.580801393728223
19,38977.05149032749,652520.2512426787,0.5801684088269454
20,38977.05149032749,652332.9000703502,0.5789895470383275
21,38977.05149032749,652165.6546405547,0.5785946573751451
22,38977.05149032749,651257.498220001,0.5773751451800232
23,38977.05149032749,650967.1875853231,0.5766608594657375
24,38977.05149032749,628324.630707788,0.5626538908246226
25,38977.05149032749,625702.0615819877,0.5608188153310104
26,38977.05149032749,624744.6962144598,0.5596806039488966
27,38977.05149032749,623917.5320605519,0.5592450638792102
28,38977.05149032749,623803.896149186,0.5587049941927991
29,38977.05149032749,623737.423681087,0.5580545876887341
30,38977.05149032749,623572.7410998141,0.5568350754936121
31,38977.05149032749,623506.3245886018,0.5563182346109176
32,38977.05149032749,623370.3855055547,0.5552264808362369
33,38977.05149032749,623168.6635159934,0.5545238095238095
34,38977.05149032749,622190.5529541076,0.5533507549361207
35,38977.05149032749,622136.7176263444,0.5528222996515679
36,38977.05149032749,621895.3148075466,0.5515214866434378
37,38977.05149032749,619701.2107446264,0.5500813008130081
38,38977.05149032749,618752.4820197859,0.548815331010453
39,38977.05149032749,618389.7341618014,0.5481475029036005
40,38977.05149032749,618291.094584126,0.5469570267131243
41,38977.05149032749,594471.2566242424,0.5322241579558653
42,38977.05149032749,572067.9001177958,0.5161672473867596
43,38977.05149032749,569436.1245484552,0.514123112659698
44,38977.05149032749,569368.0581171502,0.5130197444831591
45,38977.05149032749,568482.3553884369,0.5118408826945412
46,38977.05149032749,566808.3759758746,0.510993031358885
47,38977.05149032749,562678.8980334699,0.5079268292682927
48,38977.05149032749,561814.3399986393,0.5075203252032521
49,38977.05149032749,561606.912976249,0.5059698025551684
50,38977.05149032749,559767.6381729122,0.504274099883856
51,38977.05149032749,558606.795426796,0.5041114982578397
52,38977.05149032749,558481.1959918619,0.5029907084785133
53,38977.05149032749,558330.3133375982,0.5007375145180023
54,38977.05149032749,556191.2923891097,0.4993844367015099
55,38977.05149032749,555364.0277426986,0.4995760743321719
56,38977.05149032749,554481.2660480144,0.4981939605110337
57,38977.05149032749,554249.142592808,0.4967015098722416
58,38977.05149032749,553221.8595285424,0.495
59,38977.05149032749,553025.5124165702,0.49434959349593494
60,38977.05149032749,550893.3123517784,0.4927816492450639
61,38977.05149032749,526981.2221259588,0.4747735191637631
62,38977.05149032749,526806.4088272585,0.4733681765389082
63,38977.05149032749,523586.32514567056,0.47119628339140535
64,38977.05149032749,519317.79882535996,0.4677816492450639
65,38977.05149032749,519290.51042395394,0.46675377468060397
66,38977.05149032749,518499.0532611191,0.465534262485482
67,38977.05149032749,496257.26041849493,0.44765389082462254
68,38977.05149032749,494525.849536105,0.44480836236933796
69,38977.05149032749,493814.15025455295,0.44422764227642275
70,38977.05149032749,492963.24634423753,0.44301393728223
71,38977.05149032749,492906.1429568058,0.44255516840882697
72,38977.05149032749,492773.9534522994,0.4417363530778165
73,38977.05149032749,492716.236580679,0.44099883855981414
74,38977.05149032749,490858.0376322484,0.4385191637630662
75,38977.05149032749,490156.1654086508,0.43811846689895473
76,38977.05149032749,489685.7159689728,0.43664343786295007
77,38977.05149032749,487533.7157515954,0.43415795586527295
78,38977.05149032749,462036.5187220568,0.41554006968641116
79,38977.05149032749,461697.5386717096,0.4146109175377468
80,38977.05149032749,438798.1913906385,0.39330429732868755
81,38977.05149032749,437866.30578168784,0.39177700348432054
82,38977.05149032749,435162.87552979676,0.3897386759581882
83,38977.05149032749,432195.8718017331,0.38677700348432054
84,38977.05149032749,427969.0608299984,0.3828803716608595
85,38977.05149032749,406726.3732539923,0.3633855981416957
86,38977.05149032749,405963.7025779294,0.3624854819976771
87,38977.05149032749,404049.7139699433,0.3598664343786295
88,38977.05149032749,399834.66701579397,0.35644018583042975
89,38977.05149032749,374581.7114102077,0.33294425087108015
90,38977.05149032749,372786.6495867034,0.33075493612078977
91,38977.05149032749,368775.3995698519,0.32756678281068524
92,38977.05149032749,346662.8845175131,0.30766550522648084
93,38977.05149032749,342484.6730619382,0.3041347270615563
94,38977.05149032749,317409.6268356218,0.2794773519163763
95,38977.05149032749,292412.8579644843,0.2578455284552846
96,38977.05149032749,288237.72013280005,0.25294425087108013
97,38977.05149032749,284103.926633425,0.24977351916376306
98,38977.05149032749,283196.7826785958,0.24875725900116144
99,38977.05149032749,281484.3652257867,0.2461788617886179
100,38977.05149032749,280823.30929977127,0.24277584204413472
101,38977.05149032749,279082.1783455552,0.24305458768873403
102,38977.05149032749,276693.2052260417,0.2437862950058072
103,38977.05149032749,275797.6127480724,0.241335656213705
104,38977.05149032749,275038.25289177016,0.243205574912892
105,38977.05149032749,273227.5234532772,0.24028455284552847
106,38977.05149032749,271725.21031195344,0.23658536585365852
107,38977.05149032749,267577.09656381723,0.23263646922183506
108,38977.05149032749,263420.1957844628,0.23127758420441347
109,38977.05149032749,259295.84794905773,0.229732868757259
110,38977.05149032749,257060.90776005472,0.2278397212543554
111,38977.05149032749,255089.11481554798,0.22828687572590012
112,38977.05149032749,252435.11991820272,0.22472706155632985
113,38977.05149032749,250877.95433854626,0.22317073170731708
114,38977.05149032749,246842.77845042615,0.22077235772357723
115,38977.05149032749,242736.4573061812,0.2173170731707317
116,38977.05149032749,240220.56584273934,0.21857723577235771
117,38977.05149032749,239464.23967977727,0.2169047619047619
118,38977.05149032749,238869.74554895435,0.21577235772357722
119,38977.05149032749,234928.2075262397,0.2123170731707317
120,38977.05149032749,232797.24096689667,0.20796747967479676
121,38977.05149032749,228643.58115233248,0.20264808362369338
122,38977.05149032749,224566.98191682145,0.20004645760743323
123,38977.05149032749,224052.83237581988,0.19994192799070848
124,38977.05149032749,221451.0739392733,0.1976829268292683
125,38977.05149032749,217650.72757184904,0.19403600464576073
126,38977.05149032749,213827.61553984147,0.1897909407665505
127,38977.05149032749,210232.55354025986,0.18639372822299652
128,38977.05149032749,206153.60068189263,0.1828281068524971
129,38977.05149032749,202330.29671771353,0.17836817653890824
130,38977.05149032749,179554.64867523155,0.1582868757259001
131,38977.05149032749,176928.25005042602,0.15649825783972127
132,38977.05149032749,173615.63141431147,0.15358885017421603
133,38977.05149032749,170893.430383088,0.15295586527293845
134,38977.05149032749,167319.4531284998,0.15024970963995354
135,38977.05149032749,163644.35448117828,0.14662020905923345
136,38977.05149032749,160296.5815270479,0.14367595818815332
137,38977.05149032749,158304.11299996238,0.14183507549361207
138,38977.05149032749,155026.52419625295,0.13807781649245063
139,38977.05149032749,151507.9332157261,0.13538327526132404
140,38977.05149032749,131188.3913842645,0.11458768873403019
141,38977.05149032749,127763.88773864241,0.11134146341463415
142,38977.05149032749,108679.01620756566,0.09232868757259001
143,38977.05149032749,105785.71478932409,0.089732868757259
144,38977.05149032749,102434.89498607523,0.08537166085946574
145,38977.05149032749,99253.97244525465,0.08190476190476191
146,38977.05149032749,96231.77750405151,0.07954703832752613
147,38977.05149032749,92835.57736069993,0.07460511033681766
148,38977.05149032749,89821.91432996347,0.07132404181184669
149,38977.05149032749,73051.0854284058,0.05343205574912892
150,38977.05149032749,71665.52291342392,0.05262485481997677
151,38977.05149032749,69131.87017436253,0.04945993031358885
152,38977.05149032749,66626.28790219757,0.046893147502903604
153,38977.05149032749,65256.33594028074,0.04549361207897793
154,38977.05149032749,63986.515424603786,0.04369337979094077
155,38977.05149032749,61281.86495998878,0.04029616724738676
156,38977.05149032749,61273.35636274292,0.04002903600464576
157,38977.05149032749,58907.13984194869,0.03678861788617886
158,38977.05149032749,57868.16998853928,0.03497677119628339
159,38977.05149032749,55885.04898975422,0.03205574912891986
160,38977.05149032749,53776.07512680918,0.029065040650406503
161,38977.05149032749,53479.92153722793,0.02858885017421603
162,38977.05149032749,51407.64101048421,0.02532520325203252
163,38977.05149032749,49957.71696028876,0.024384436701509873
164,38977.05149032749,49939.48162141797,0.02426829268292683
165,38977.05149032749,49741.196180706196,0.023861788617886178
166,38977.05149032749,48435.57630947302,0.022984901277584204
167,38977.05149032749,48433.20033626633,0.022984901277584204
168,38977.05149032749,47314.91582622858,0.021074332171893147
169,38977.05149032749,47314.91582622858,0.021074332171893147
170,38977.05149032749,47310.56106440361,0.020923344947735192
171,38977.05149032749,46205.38874964352,0.019070847851335657
172,38977.05149032749,45158.01824801449,0.016933797909407664
173,38977.05149032749,44200.87253809451,0.015034843205574912
