generation,best,average,unique_edges
0,21558.620250639768,166386.13136605264,0.16416666666666666
10,21306.426890045223,145209.40177462102,0.16303333333333334
20,21004.430194535344,144351.36044913545,0.1629
30,20947.357015751168,143648.35445616147,0.1629
40,20947.357015751168,146242.18983395677,0.1626
50,20947.357015751168,142692.2169883881,0.16226666666666667
60,20947.357015751168,137742.2484675992,0.16186666666666666
70,20947.357015751168,118991.28867146453,0.15856666666666666
80,20947.357015751168,124509.88324403857,0.1591
90,20901.72347934053,133925.34087981976,0.1613
100,20873.730242958787,137954.66888068902,0.1617
110,20873.730242958787,127696.91664123585,0.16066666666666668
120,20873.730242958787,128684.4434066012,0.16036666666666666
130,20873.730242958787,125602.00675994997,0.161
140,20873.730242958787,119610.97934888412,0.15863333333333332
150,20873.730242958787,122035.73882994,0.15963333333333332
160,20873.730242958787,125679.01528808278,0.15983333333333333
170,20873.730242958787,123730.4939497569,0.15946666666666667
180,20873.730242958787,122243.04815080031,0.1588
190,20873.730242958787,118825.4708839905,0.15996666666666667
200,20873.730242958787,116737.82777599452,0.1576
210,20873.730242958787,124699.99790270174,0.1588
220,20873.730242958787,121202.27225429993,0.15886666666666666
230,20813.270013217087,124359.05159245965,0.15993333333333334
240,20813.270013217087,132063.45724450314,0.16056666666666666
250,20813.270013217087,134988.94604653484,0.1614
260,20813.270013217087,126413.13383378995,0.15996666666666667
270,20813.270013217087,119425.93730443115,0.15843333333333334
280,20813.270013217087,120832.77067749832,0.158
290,20813.270013217087,125724.18468747461,0.1607
300,20813.270013217087,132122.1594529276,0.16083333333333333
310,20813.270013217087,137786.0215584281,0.16203333333333333
320,20813.270013217087,125807.60477780607,0.16016666666666668
330,20813.270013217087,126600.0057340616,0.16026666666666667
340,20813.270013217087,131255.88697427057,0.16106666666666666
350,20813.270013217087,124067.75373904454,0.1595
360,20813.270013217087,130902.65385914271,0.16013333333333332
370,20813.270013217087,121855.40452587235,0.1599
380,20813.270013217087,126042.15550733305,0.15973333333333334
390,20813.270013217087,123674.45259327797,0.1599
400,20813.270013217087,127060.91946313,0.15973333333333334
410,20790.000654716525,125734.83622111105,0.16043333333333334
420,20790.000654716525,130655.97141788724,0.16013333333333332
430,20790.000654716525,131145.0064501308,0.16046666666666667
440,20790.000654716525,143268.1834578835,0.1618
450,20750.762503687547,141832.7186416555,0.16276666666666667
460,20750.762503687547,135640.24686202532,0.16186666666666666
470,20750.762503687547,131426.09296225753,0.1607
480,20750.762503687547,134299.0360833363,0.16103333333333333
490,20750.762503687547,129022.27807225488,0.16036666666666666
500,20750.762503687547,131122.72071498635,0.1608
510,20750.762503687547,116221.43936905573,0.15813333333333332
520,20750.762503687547,127524.62154442008,0.16066666666666668
530,20750.762503687547,127908.15666743708,0.16006666666666666
540,20750.762503687547,129632.19862828794,0.16083333333333333
550,20750.762503687547,131541.67992474453,0.16006666666666666
560,20750.762503687547,113886.67981260308,0.15786666666666666
570,20750.762503687547,130715.41845305408,0.1609
580,20750.762503687547,136107.97944112142,0.16233333333333333
590,20750.762503687547,127616.84348019505,0.16
600,20750.762503687547,131312.16828465604,0.1607
610,20750.762503687547,124595.39993536171,0.16033333333333333
620,20750.762503687547,121932.66055694553,0.1587
630,20750.762503687547,118564.03251762835,0.1583
640,20750.762503687547,130894.56973508115,0.16056666666666666
650,20750.762503687547,123314.78260149297,0.15923333333333334
660,20750.762503687547,128746.80582131915,0.15956666666666666
670,20750.762503687547,124250.62018141647,0.15936666666666666
680,20750.762503687547,121395.58912143666,0.1603
690,20750.762503687547,126281.65110304371,0.16063333333333332
700,20750.762503687547,125671.07765184708,0.15946666666666667
710,20750.762503687547,126983.44140985484,0.16006666666666666
720,20750.762503687547,132385.46603179624,0.16083333333333333
730,20750.762503687547,129525.47126773007,0.1601
740,20750.762503687547,124917.78810979165,0.16003333333333333
750,20750.762503687547,126921.23443681456,0.1596
760,20750.762503687547,130628.58261530002,0.16093333333333334
770,20750.762503687547,137107.88214170362,0.16233333333333333
780,20750.762503687547,131729.71768739828,0.16133333333333333
790,20750.762503687547,130323.82510968625,0.16023333333333334
800,20750.762503687547,129790.6388507421,0.16046666666666667
810,20750.762503687547,135659.12701981823,0.1614
820,20750.762503687547,121547.04032612873,0.15953333333333333
830,20750.762503687547,128475.12966276825,0.16116666666666668
840,20750.762503687547,131874.88838516362,0.16163333333333332
850,20750.762503687547,116956.98321192783,0.157
860,20750.762503687547,120778.20196565002,0.15893333333333334
870,20750.762503687547,122008.08487404896,0.15923333333333334
880,20750.762503687547,121641.18302095165,0.1595
890,20750.762503687547,125539.38459307847,0.15923333333333334
900,20750.762503687547,128386.28415104655,0.16066666666666668
910,20750.762503687547,122710.45408437707,0.15913333333333332
920,20750.762503687547,123358.30667181182,0.1598
930,20750.762503687547,118266.41311899039,0.15823333333333334
940,20750.762503687547,125441.88827301355,0.15986666666666666
950,20750.762503687547,131181.81456116884,0.16073333333333334
960,20750.762503687547,128976.11895537042,0.16033333333333333
970,20750.762503687547,124326.29326971578,0.1595
980,20750.762503687547,126316.47020310305,0.15953333333333333
990,20750.762503687547,119686.86159577484,0.1597
